TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Departure_CO2e,Return_CO2e,Hotel_CO2e,Spend_CO2e,TotalCO2e,HighCarbon
49067,US,New York,MX,Mexico City,12,Business Class Flight,Internal Business Trip,No,8000,M1311-M5383,Customer Support,1,2850,743.2958481,743.2958481,115.8,422.0548185,1602.391696,0
49069,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,9000,M1311-M5389,Sales,1,300,891.4661434,891.4661434,102.8,1349.294283,1885.732287,0
49070,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,No,9000,M1311-M5392,Marketing,2,1500,3055.657648,3055.657648,28.6,123.3782762,6139.915296,1
49071,CN,Beijing,RU,Moscow,10,Economy Flight,Partner Visit,No,8000,M1311-M5395,Sales,3,900,820.8745452,820.8745452,48.3,709.3903162,1690.04909,0
49072,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,10000,M1311-M5396,Office Management,2,1200,891.4661434,891.4661434,72.6,1889.664858,1855.532287,0
49074,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,No,6000,M1311-M5399,Ecosystem,4,750,4954.349478,4954.349478,80.5,1300.548913,9989.198956,1
49076,DE,Hamburg,DE,Berlin,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1311-M5401,Value Engineering,1,3000,63.7234416,62.3730744,52.8,1161.427622,178.896516,0
49077,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1311-M5401,Operations,6,3600,743.2958481,743.2958481,48.3,709.3903162,1534.891696,0
49078,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,10000,M1311-M5402,Value Engineering,3,3000,1053.713528,1053.713528,105,1006.343632,2212.427056,0
49079,DE,Berlin,IT,Rome,12,Business Class Flight,Customer Visit,Yes,7000,M1311-M5402,Sales,6,3600,261.8771706,261.8771706,117,1544.915356,640.7543412,0
49080,DE,Berlin,IT,Rome,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1311-M5407,Sales,6,3600,327.5281464,327.6989352,64.4,2837.561265,719.6270816,0
49081,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,M1311-M5407,Sales,3,1050,1708.458757,1708.458757,20.1,872.1287636,3437.017514,0
49084,US,New York,MX,Mexico City,13,BMW 3 diesel,Customer Visit,No,7000,M1311-M5413,Sales,3,3000,1176.111115,1177.800854,28,270.5334398,2381.911969,0
49085,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,10000,M1311-M5414,Marketing,6,1200,2585.157414,2585.157414,7.4,1833.499945,5177.714828,1
49086,BR,Ṣo Paulo,AR,Buenos Aires,14,Volkswagen Golf diesel,Customer Visit,No,8000,M1311-M5415,Marketing,1,1200,487.356324,482.6690232,16.1,1182.317194,986.1253472,0
49088,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,M1311-M5417,Sales,4,3600,2336.832592,2336.832592,32.2,945.8537549,4705.865184,1
49090,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,10000,M1311-M5418,Legal,2,2850,2700.226755,2700.226755,21,2996.542811,5421.45351,1
49091,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Internal Business Trip,No,10000,M1311-M5429,Marketing,3,3000,748.0883592,749.1585192,168,81.94817992,1665.246878,0
49092,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,10000,M1311-M5432,Engineering,3,3300,2336.832592,2336.832592,205.6,899.5295219,4879.265184,1
49094,AU,Sydney,NZ,Auckland,10,Economy Flight,Customer Visit,Yes,6000,M1311-M5437,Customer Support,3,900,320.0854747,320.0854747,13.4,3488.515054,653.5709494,0
49095,DE,Berlin,IT,Rome,13,BMW 3 diesel,Conference/Exhibition,No,6000,M1311-M5441,Sales,3,3000,426.5364258,426.7588423,7.4,251.5314882,860.6952681,0
49096,ES,Madrid,PT,Lisbon,17,Fiat 500 electric,Enablement,Yes,10000,M1311-M5442,Sales,3,2550,113.8515679,114.238878,32.2,1182.317194,260.2904459,0
49097,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Customer Visit,No,8000,M1311-M5442,Finance,3,3000,748.0883592,749.1585192,14.8,2444.666593,1512.046878,0
49098,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,6000,M1311-M5444,Value Engineering,5,1200,891.4661434,891.4661434,56,78.04588564,1838.932287,0
49100,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,M1311-M5453,Customer Support,6,3000,931.1466752,931.1466752,48.3,2719.329545,1910.59335,0
49101,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,9000,M1311-M5460,Services,2,1500,931.1466752,931.1466752,39.6,1908.059665,1901.89335,0
49102,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1311-M5464,Marketing,5,3750,891.4661434,891.4661434,13.2,1659.182317,1796.132287,0
49103,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,M1311-M5471,Sales,3,1500,1053.713528,1053.713528,70,232.2331458,2177.427056,0
49104,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,M1311-M5471,Sales,5,450,931.1466752,931.1466752,80.5,124.7558285,1942.79335,0
49106,CN,Beijing,RU,Moscow,12,Business Class Flight,Customer Visit,No,10000,M1311-M5472,Operations,5,3000,2380.449255,2380.449255,73.5,2164.85949,4834.39851,1
49107,DE,Berlin,IT,Rome,12,Business Class Flight,Enablement,Yes,6000,M1311-M5475,Marketing,1,2250,261.8771706,261.8771706,140,696.6994373,663.7543412,0
49108,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Enablement,No,9000,M1311-M5487,Customer Support,4,900,748.0883592,749.1585192,10.4,1268.791937,1507.646878,0
49109,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,7000,M1311-M5490,Executive Management,3,450,251.2322036,251.2322036,175,348.3497187,677.4644072,0
49110,CN,Beijing,GB,London,10,Economy Flight,Customer Visit,No,10000,M1311-M5499,Sales,4,1200,1154.914373,1154.914373,48.3,354.6951581,2358.128746,0
49111,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Enablement,No,7000,M1311-M5506,Sales,5,1350,748.0883592,749.1585192,49,1804.049575,1546.246878,0
49114,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,7000,M1311-M5513,Value Engineering,2,3300,251.2322036,251.2322036,21,541.0668795,523.4644072,0
49115,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,8000,M1311-M5517,Customer Support,2,2700,2336.832592,2336.832592,280,18.7007783,4953.665184,1
49116,CN,Beijing,RU,Moscow,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,M1311-M5518,Legal,5,1500,1572.2616,1572.2616,168,66.3390028,3312.5232,0
49117,CN,Beijing,GB,London,10,Economy Flight,Enablement,No,10000,M1311-M5520,Sales,3,900,1154.914373,1154.914373,48.3,1182.317194,2358.128746,0
49118,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,9000,M1311-M5524,Sales,1,2850,124.2912857,124.2912857,16.1,591.1585968,264.6825714,0
49119,AU,Sydney,AU,Perth,16,BMW 3 plugin hybrid,Customer Visit,No,7000,M1311-M5525,Services,1,2400,1111.772751,1111.090996,70,928.9325831,2292.863747,0
49120,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,M1311-M5526,Marketing,5,1500,891.4661434,891.4661434,73.5,3247.289235,1856.432287,0
49121,DE,Berlin,ES,Madrid,11,First Class Flight,Customer Visit,No,6000,M1311-M5527,Sales,5,1200,411.5677048,411.5677048,48.3,2482.866107,871.4354096,0
49122,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Conference/Exhibition,No,8000,M1311-M5527,Marketing,2,2100,748.0883592,749.1585192,32.2,2955.792984,1529.446878,0
49123,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,7000,M1311-M5535,Engineering,3,1200,251.2322036,251.2322036,112,18.7007783,614.4644072,0
49124,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,M1311-M5540,Sales,1,300,1708.458757,1708.458757,48.3,1891.70751,3465.217514,0
49125,AU,Sydney,SG,Singapore,12,Business Class Flight,Enablement,No,7000,M1311-M5540,Marketing,1,2850,2585.157414,2585.157414,56,20.77864255,5226.314828,1
49127,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,6000,M1311-M5549,Marketing,5,2400,891.4661434,891.4661434,48.3,945.8537549,1831.232287,0
49128,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,9000,M1311-M5553,Sales,1,1800,251.2322036,251.2322036,73.5,2886.47932,575.9644072,0
49129,DE,Berlin,ES,Madrid,16,BMW 3 plugin hybrid,Customer Visit,No,7000,M1311-M5554,Sales,3,2700,659.6772063,680.3673392,176.7,613.033479,1516.744546,0
49130,DE,Berlin,FR,Paris,13,BMW 3 diesel,Customer Visit,No,9000,M1312-M5003,Legal,1,3150,299.5480154,299.9166237,48.3,354.6951581,647.7646391,0
49132,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,M1312-M5008,Marketing,4,3150,199.6003464,199.5385392,57.9,422.0548185,457.0388856,0
49133,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,10000,M1312-M5012,Executive Management,3,3450,2336.832592,2336.832592,96.6,2364.634387,4770.265184,1
49134,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,M1312-M5015,Sales,6,2700,2336.832592,2336.832592,24.2,971.1359681,4697.865184,1
49135,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,M1312-M5015,Sales,2,3450,891.4661434,891.4661434,22.2,1986.291607,1805.132287,0
49137,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Conference/Exhibition,No,6000,M1312-M5022,Sales,3,2400,853.7063808,853.182876,64.4,827.6220356,1771.289257,0
49138,DE,Berlin,ES,Madrid,4,Train,Enablement,No,8000,M1312-M5029,Marketing,3,2550,64.72207243,36.1163916,73.5,1623.644617,174.338464,0
49139,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,M1312-M5042,Ecosystem,1,3300,251.2322036,251.2322036,117.8,490.7597525,620.2644072,0
49141,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,M1312-M5053,Sales,1,1800,1708.458757,1708.458757,48.3,354.6951581,3465.217514,0
49142,CN,Beijing,IN,New Delhi,10,Economy Flight,Enablement,No,7000,M1312-M5055,Value Engineering,5,3150,539.7168999,539.7168999,14.8,2750.249917,1094.2338,0
49143,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Conference/Exhibition,No,8000,M1312-M5056,Marketing,4,3000,376.8228857,376.8228857,52.8,1742.141433,806.4457714,0
49144,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,M1312-M5057,Customer Support,2,450,1053.713528,1053.713528,44.4,146.2197439,2151.827056,0
49145,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,9000,M1312-M5062,Sales,2,3600,6776.567059,6776.567059,224,23.41376569,13777.13412,1
49148,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,M1312-M5065,Services,2,1200,1708.458757,1708.458757,7,541.0668795,3423.917514,0
49149,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,9000,M1312-M5069,Legal,5,3300,2336.832592,2336.832592,105,77.41104859,4778.665184,1
49150,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,10000,M1312-M5078,Sales,3,2400,2585.157414,2585.157414,16.1,2246.402668,5186.414828,1
49152,ZA,Cape Town,ZA,Johannesburg,16,BMW 3 plugin hybrid,Customer Visit,No,6000,M1312-M5080,Value Engineering,1,1500,395.3182022,395.1910665,49,3427.694192,839.5092687,0
49153,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Enablement,No,9000,M1312-M5082,Services,1,1800,259.9374108,259.85692,96.6,1891.70751,616.3943308,0
49154,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,M1312-M5087,Operations,2,1800,1053.713528,1053.713528,168,39.02294282,2275.427056,0
49155,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1312-M5088,Sales,3,2400,506.5519368,522.4394448,13.4,3633.869848,1042.391382,0
49157,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,7000,M1312-M5095,Executive Management,3,1800,539.7168999,539.7168999,35,851.5215345,1114.4338,0
49158,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,M1312-M5099,Ecosystem,1,900,539.7168999,539.7168999,38,918.3372013,1117.4338,0
49159,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,M1312-M5111,Operations,6,3000,1053.713528,1053.713528,98,3427.694192,2205.427056,0
49161,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,8000,M1312-M5121,Marketing,5,750,124.2912857,124.2912857,29.6,536.1390609,278.1825714,0
49163,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,7000,M1312-M5146,Sales,6,1350,4954.349478,4954.349478,49,2886.47932,9957.698956,1
49164,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Enablement,No,10000,M1312-M5149,Operations,1,2550,251.2322036,251.2322036,73.5,3427.694192,575.9644072,0
49165,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,9000,M1312-M5149,Sales,3,2550,124.2912857,124.2912857,140,812.8160102,388.5825714,0
49166,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,M1312-M5151,Sales,1,1350,891.4661434,891.4661434,39.6,248.8773476,1822.532287,0
49167,ES,Madrid,PT,Lisbon,16,BMW 3 plugin hybrid,Customer Visit,No,7000,M1312-M5152,Services,2,3600,178.3327621,178.93943,39.6,663.6729268,396.8721921,0
49170,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,6000,M1312-M5169,Sales,3,2850,2336.832592,2336.832592,154.2,2478.820729,4827.865184,1
49171,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1312-M5170,Marketing,4,3750,2336.832592,2336.832592,321,2175.577016,4994.665184,1
49172,JP,Fukuoka,JP,Tokyo,16,BMW 3 plugin hybrid,Internal Business Trip,No,10000,M1312-M5170,Office Management,3,1500,307.477645,307.6209927,31.2,2410.70468,646.2986377,0
49173,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Internal Business Trip,No,8000,M1312-M5177,Value Engineering,2,900,853.7063808,853.182876,107,1740.461613,1813.889257,0
49174,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,7000,M1312-M5182,Sales,3,1800,974.2275235,975.6132177,154.2,5701.287676,2104.040741,0
49177,US,New York,MX,Mexico City,12,Business Class Flight,Internal Business Trip,No,9000,M1312-M5196,Sales,6,1350,743.2958481,743.2958481,70,928.9325831,1556.591696,0
49178,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Customer Visit,No,10000,M1312-M5202,Sales,4,3000,259.9374108,259.85692,28,511.0076084,547.7943308,0
49179,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,6000,M1312-M5206,Sales,3,2550,1708.458757,1708.458757,154.2,2726.702801,3571.117514,1
49180,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,8000,M1312-M5213,Customer Support,3,900,251.2322036,251.2322036,80.5,233.9171784,582.9644072,0
49183,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,10000,M1312-M5215,Marketing,5,2700,186.2970909,186.4324749,294.5,1482.638302,667.2295658,0
49184,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,7000,M1312-M5218,Sales,2,1500,2336.832592,2336.832592,48.3,2955.792984,4721.965184,1
49185,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,8000,M1312-M5220,Marketing,2,1200,251.2322036,251.2322036,48.3,2246.402668,550.7644072,0
49187,CN,Beijing,IN,New Delhi,14,Volkswagen Golf diesel,Partner Visit,No,7000,M1312-M5220,Sales,1,2400,1261.4784,1261.4784,80.5,1418.780632,2603.4568,0
49188,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,6000,M1312-M5221,Engineering,2,3300,2585.157414,2585.157414,294.5,736.1396287,5464.814828,1
49189,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,No,7000,M1312-M5223,Marketing,4,300,2700.226755,2700.226755,39.6,995.5093902,5440.05351,1
49190,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Customer Visit,No,6000,M1312-M5232,Sales,1,3600,659.6772063,680.3673392,40.2,850.0938692,1380.244546,0
49191,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Enablement,No,10000,M1312-M5236,Value Engineering,6,1500,186.2970909,186.4324749,48.3,2482.866107,421.0295658,0
49192,DE,Berlin,FR,Paris,12,Business Class Flight,Customer Visit,No,8000,M1312-M5239,Value Engineering,4,3000,196.2627035,196.2627035,44.4,3819.791552,436.925407,0
49193,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,M1312-M5245,Sales,2,1200,891.4661434,891.4661434,79.2,2073.977896,1862.132287,0
49195,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,No,6000,M1312-M5252,Marketing,2,1800,2700.226755,2700.226755,16.1,1773.47579,5416.55351,1
49196,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,No,9000,M1312-M5252,Value Engineering,2,1050,199.6003464,199.5385392,32.2,2482.866107,431.3388856,0
49197,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Internal Business Trip,No,6000,M1312-M5253,Marketing,1,2400,3259.319934,3259.319934,235.6,6134.496906,6754.239868,1
49198,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,9000,M1312-M5254,Sales,3,2700,3055.657648,3055.657648,13.4,1322.368241,6124.715296,1
49199,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,M1312-M5267,Executive Management,3,3150,1708.458757,1708.458757,78,570.3315818,3494.917514,1
49201,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,7000,M1312-M5273,Office Management,2,1200,1708.458757,1708.458757,39.6,1493.264085,3456.517514,0
49202,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,No,6000,M1312-M5273,Value Engineering,3,450,3055.657648,3055.657648,122.5,902.0247874,6233.815296,1
49203,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Enablement,No,8000,M1312-M5274,Sales,2,1800,1053.713528,1053.713528,26.4,312.9712518,2133.827056,0
49204,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,10000,M1312-M5279,Marketing,2,2400,539.7168999,539.7168999,214,3163.853747,1293.4338,0
49205,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Enablement,Yes,10000,M1312-M5282,Customer Support,2,750,395.3182022,395.1910665,224,31.21835426,1014.509269,0
49206,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,7000,M1312-M5282,Sales,1,450,2585.157414,2585.157414,56,74.14359136,5226.314828,1
49207,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,8000,M1312-M5286,Sales,5,1800,1708.458757,1708.458757,102.8,4461.877312,3519.717514,1
49208,US,New York,DE,Berlin,12,Business Class Flight,Customer Visit,Yes,6000,M1312-M5287,Operations,5,2700,2633.042176,2633.042176,16.1,591.1585968,5282.184352,1
49212,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1312-M5294,Executive Management,3,2700,931.1466752,931.1466752,96.6,2482.866107,1958.89335,0
49213,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,M1312-M5295,Ecosystem,4,2550,891.4661434,891.4661434,44.4,83.8438294,1827.332287,0
49214,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,Yes,9000,M1312-M5296,Sales,2,450,6776.567059,6776.567059,147,3066.884277,13700.13412,1
49216,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,8000,M1312-M5307,Marketing,1,3600,213.7416528,213.7416528,66,663.6729268,493.4833056,0
49217,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Internal Business Trip,No,10000,M1312-M5313,Executive Management,5,2400,1123.944467,1123.944467,58.9,4416.837772,2306.788934,0
49218,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,9000,M1312-M5315,Value Engineering,2,900,2626.029215,2626.029215,48.3,945.8537549,5300.35843,1
49219,AU,Sydney,CN,Beijing,12,Business Class Flight,Internal Business Trip,Yes,10000,M1312-M5317,Operations,3,3600,3682.349429,3682.349429,117,488.8556415,7481.698858,1
49220,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,7000,M1312-M5319,Executive Management,2,1350,1708.458757,1708.458757,16.1,2128.170949,3433.017514,0
49221,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,M1312-M5319,Sales,2,1500,1708.458757,1708.458757,13.2,326.0117207,3430.117514,0
49223,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1312-M5324,Sales,6,1350,891.4661434,891.4661434,14,759.6115554,1796.932287,0
49224,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,6000,M1312-M5325,Sales,3,2850,891.4661434,891.4661434,38,2367.286273,1820.932287,0
49225,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Internal Business Trip,No,7000,M1312-M5334,Executive Management,1,2850,303.556344,303.4587192,57.9,4449.064736,664.9150632,0
49226,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,No,7000,M1312-M5335,Customer Support,5,300,2585.157414,2585.157414,73.5,1443.23966,5243.814828,1
49227,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,Yes,8000,M1312-M5335,Sales,3,1800,124.2912857,124.2912857,39.6,414.7955793,288.1825714,0
49228,US,New York,CA,Toronto,17,Fiat 500 electric,Customer Visit,No,6000,M1312-M5336,Sales,3,3000,143.1166349,144.1372961,73.5,3066.884277,360.753931,0
49229,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Customer Visit,No,9000,M1312-M5336,Sales,4,3450,199.6003464,199.5385392,35,2681.117252,434.1388856,0
49231,DE,Berlin,IT,Rome,12,Business Class Flight,Enablement,No,7000,M1312-M5338,Marketing,4,900,261.8771706,261.8771706,32.2,591.1585968,555.9543412,0
49232,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,Yes,6000,M1312-M5348,Executive Management,3,450,2336.832592,2336.832592,29.6,438.6592316,4703.265184,1
