TripID,EmployeeNumber,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
32285,M1208-M5127,TR032285,EXP032285,,Standard travel reimbursement,499.64,,,,,,Updated Volkswagen Golf petrol,253.13,Safety concern,,2,4,V17
32287,M1208-M5135,TR032287,EXP032287,Late submission,Policy exception approved,233.55,,,,,,,,,,,2,V16
32288,M1208-M5136,TR032288,EXP032288,,Partial reimbursement,403.2,,,,,,,,,Mechanical issue,,1,V1
32289,M1208-M5144,TR032289,EXP032289,,Standard travel reimbursement,134.45,,,,,,,,,Traffic congestion,3,1,V18
32290,M1208-M5146,TR032290,EXP032290,,Partial reimbursement,131.45,,Rebooked train,Route change,,,,,,Weather delay,,2,V29
32293,M1208-M5148,TR032293,EXP032293,,Partial reimbursement,245,,,,,,,,,,,3,V1
32294,M1208-M5151,TR032294,EXP032294,,Standard travel reimbursement,284.5,,,,,,,,,,,0,V1
32296,M1208-M5158,TR032296,EXP032296,,Standard travel reimbursement,304.16,,,,,,,,,,,4,V26
32297,M1208-M5160,TR032297,EXP032297,,Policy exception approved,230.91,,,,,,,,,,,1,V16
32299,M1208-M5168,TR032299,EXP032299,,Policy exception approved,419.35,,,,,,,,,,,3,V1
32300,M1208-M5170,TR032300,EXP032300,,Partial reimbursement,202.26,,,,,,,,,,,1,V1
32301,M1208-M5181,TR032301,EXP032301,,Partial reimbursement,242.55,,,,,,,,,,,4,V21
32302,M1208-M5185,TR032302,EXP032302,,Standard travel reimbursement,226.78,,,,,,,,,,3,3,V19
32303,M1208-M5185,TR032303,EXP032303,,Standard travel reimbursement,430.34,,,,,,,,,Security screening,,0,V11
32304,M1208-M5188,TR032304,EXP032304,,Standard travel reimbursement,574.8,,,,,,,,,,,2,V1
32305,M1208-M5188,TR032305,EXP032305,Missing receipt,Standard travel reimbursement,427.18,,,,,,,,,,,2,V1
32306,M1208-M5188,TR032306,EXP032306,,Standard travel reimbursement,433.43,,,,,,,,,,,3,V1
32307,M1208-M5212,TR032307,EXP032307,Late submission,Partial reimbursement,295.58,,,,,,,,,,,3,V1
32308,M1208-M5215,TR032308,EXP032308,,Policy exception approved,307.07,,,,,,,,,,,4,V1
32309,M1208-M5215,TR032309,EXP032309,,Policy exception approved,176.47,,,,,,,,,,,2,V1
32311,M1208-M5228,TR032311,EXP032311,,Standard travel reimbursement,402.94,,,,,,,,,,,2,V1
32312,M1208-M5228,TR032312,EXP032312,Personal expense,Partial reimbursement,486.58,,,,,,,,,,,3,V1
32313,M1208-M5229,TR032313,EXP032313,,Partial reimbursement,372.67,,,,,,,,,Mechanical issue,,1,V1
32317,M1208-M5232,TR032317,EXP032317,,Policy exception approved,298.42,Operational issue,,,,,,,,,,0,V1
32318,M1208-M5232,TR032318,EXP032318,,Standard travel reimbursement,569.52,,,,,,Updated Economy Flight,-135.73,Time constraints,,,4,V1
32319,M1208-M5232,TR032319,EXP032319,,Partial reimbursement,213.95,Personal emergency,,,,,,,,,,2,V1
32320,M1208-M5236,TR032320,EXP032320,,Policy exception approved,454.79,,,,,,,,,,,0,V1
32321,M1208-M5237,TR032321,EXP032321,,Policy exception approved,499.78,Airline schedule change,,,,,,,,,,0,V12
32322,M1208-M5243,TR032322,EXP032322,,Standard travel reimbursement,271.37,,Rebooked rental,Route change,,,Updated BMW 3 diesel,284.29,Time constraints,,,4,V15
32323,M1208-M5252,TR032323,EXP032323,,Policy exception approved,474.1,,,,New hotel chosen,Hotel overbooked,,,,,,1,V21
32324,M1208-M5252,TR032324,EXP032324,Late submission,Policy exception approved,474.55,,,,,,,,,,3,3,V19
32325,M1208-M5262,TR032325,EXP032325,Late submission,Standard travel reimbursement,467.16,,,,,,,,,,,3,V1
32327,M1208-M5274,TR032327,EXP032327,,Standard travel reimbursement,540.11,,,,,,Updated Economy Flight,40.61,Client preference,,,1,V14
32328,M1208-M5286,TR032328,EXP032328,,Partial reimbursement,476.12,,Rebooked train,Cheaper fare,,,Updated Train,164.83,Safety concern,,,1,V15
32329,M1208-M5289,TR032329,EXP032329,,Partial reimbursement,426.77,,,,,,,,,Weather delay,,1,V26
32331,M1208-M5292,TR032331,EXP032331,,Standard travel reimbursement,136.57,,,,,,,,,,,1,V22
32332,M1208-M5292,TR032332,EXP032332,,Standard travel reimbursement,152.81,,,,,,,,,,,1,V1
32334,M1208-M5302,TR032334,EXP032334,,Policy exception approved,232.04,,,,New hotel chosen,Quality issue,,,,,,1,V1
32336,M1208-M5308,TR032336,EXP032336,Out of policy,Partial reimbursement,268.71,,,,,,,,,,,3,V20
32337,M1208-M5309,TR032337,EXP032337,,Standard travel reimbursement,190.84,,Rebooked flight,Route change,,,Updated First Class Flight,169.81,Cost optimization,,,0,V15
32338,M1208-M5312,TR032338,EXP032338,,Partial reimbursement,445.6,,,,,,,,,,,1,V13
32339,M1208-M5314,TR032339,EXP032339,,Policy exception approved,519.48,,,,,,,,,,,3,V13
32340,M1208-M5315,TR032340,EXP032340,Late submission,Standard travel reimbursement,445.14,,,,,,,,,Weather delay,,1,V1
32341,M1208-M5315,TR032341,EXP032341,,Policy exception approved,304.31,Vehicle issue,,,New hotel chosen,Quality issue,,,,,,4,V8
32342,M1208-M5315,TR032342,EXP032342,,Standard travel reimbursement,503.9,,,,,,,,,Security screening,,2,V1
32343,M1208-M5321,TR032343,EXP032343,,Policy exception approved,398.11,,,,,,,,,,,2,V1
32346,M1208-M5327,TR032346,EXP032346,,Standard travel reimbursement,236.22,,,,,,,,,,,2,V20
32347,M1208-M5327,TR032347,EXP032347,,Policy exception approved,474.39,,,,New hotel chosen,Rate change,,,,,,3,V1
32350,M1208-M5331,TR032350,EXP032350,,Policy exception approved,447.16,,,,,,,,,,2,4,V19
32352,M1208-M5335,TR032352,EXP032352,,Policy exception approved,366.73,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
32353,M1208-M5335,TR032353,EXP032353,Out of policy,Standard travel reimbursement,373.81,,,,,,Updated Business Class Flight,-65.45,Safety concern,,,1,V1
32356,M1208-M5346,TR032356,EXP032356,,Standard travel reimbursement,517.06,,,,,,,,,,,4,V1
32357,M1208-M5347,TR032357,EXP032357,,Standard travel reimbursement,485.67,,,,,,,,,,,4,V1
32360,M1208-M5358,TR032360,EXP032360,,Policy exception approved,494.94,,,,,,,,,,,1,V1
32361,M1208-M5359,TR032361,EXP032361,,Policy exception approved,212.12,,,,New hotel chosen,Hotel overbooked,Updated Volkswagen Golf diesel,63.54,Safety concern,,,3,V1
32362,M1208-M5369,TR032362,EXP032362,,Standard travel reimbursement,330.59,,,,,,,,,Weather delay,,3,V1
32364,M1208-M5374,TR032364,EXP032364,,Standard travel reimbursement,455.44,,,,,,,,,,,2,V1
32365,M1208-M5375,TR032365,EXP032365,,Standard travel reimbursement,390.52,,,,,,,,,,,0,V1
32367,M1208-M5388,TR032367,EXP032367,Late submission,Partial reimbursement,105.99,,,,,,,,,,,0,V1
32368,M1208-M5391,TR032368,EXP032368,Personal expense,,148.86,,,,,,,,,,3,3,V18
32369,M1208-M5396,TR032369,EXP032369,,Policy exception approved,246.97,,,,,,,,,,,0,V1
32370,M1208-M5399,TR032370,EXP032370,Missing receipt,Standard travel reimbursement,151.96,,,,,,,,,,,1,V16
32371,M1208-M5399,TR032371,EXP032371,,Standard travel reimbursement,366.06,,,,New hotel chosen,Location preference,,,,,,4,V1
32372,M1208-M5402,TR032372,EXP032372,,Partial reimbursement,455.83,,,,,,,,,,,0,V1
32373,M1208-M5428,TR032373,EXP032373,,Standard travel reimbursement,462.27,,Rebooked rental,Schedule conflict,Alternative hotel selected,Quality issue,,,,,,2,V10
32374,M1208-M5429,TR032374,EXP032374,,Standard travel reimbursement,193.49,,,,,,,,,Mechanical issue,,4,V1
32375,M1208-M5433,TR032375,EXP032375,,Policy exception approved,488.12,,,,,,,,,,,1,V1
32376,M1208-M5433,TR032376,EXP032376,,Partial reimbursement,176.88,,,,,,,,,,,3,V13
32377,M1208-M5435,TR032377,EXP032377,,Standard travel reimbursement,118.31,Personal emergency,,,,,,,,,,3,V12
32378,M1208-M5438,TR032378,EXP032378,Out of policy,,322.98,,,,New hotel chosen,Quality issue,,,,,,2,V33
32379,M1208-M5441,TR032379,EXP032379,,Policy exception approved,442.92,,,,,,,,,,,2,V1
32381,M1208-M5445,TR032381,EXP032381,,Policy exception approved,532.85,,,,,,,,,,,3,V1
32382,M1208-M5451,TR032382,EXP032382,,Standard travel reimbursement,222.89,,,,New hotel chosen,Rate change,,,,,,4,V25
32383,M1208-M5452,TR032383,EXP032383,,Partial reimbursement,385.15,,,,,,,,,,,0,V1
32384,M1208-M5454,TR032384,EXP032384,,Policy exception approved,380.71,,,,,,,,,,,1,V1
32388,M1208-M5464,TR032388,EXP032388,,Partial reimbursement,284.71,,,,,,,,,,3,3,V19
32389,M1208-M5464,TR032389,EXP032389,Missing receipt,Standard travel reimbursement,241.66,Airline schedule change,Rebooked flight,Cheaper fare,,,,,,,,1,V26
32390,M1208-M5465,TR032390,EXP032390,,Partial reimbursement,412.24,,,,,,,,,,,2,V1
32392,M1208-M5467,TR032392,EXP032392,,Policy exception approved,291.87,,,,,,,,,,,3,V1
32393,M1208-M5471,TR032393,EXP032393,,Standard travel reimbursement,131.1,,,,,,,,,,,2,V21
32394,M1208-M5474,TR032394,EXP032394,,Partial reimbursement,473.52,,,,,,,,,,,2,V1
32395,M1208-M5474,TR032395,EXP032395,Missing receipt,Partial reimbursement,196.55,,,,,,,,,Weather delay,,3,V1
32398,M1208-M5490,TR032398,EXP032398,,Standard travel reimbursement,408.13,Airline schedule change,,,,,,,,,,1,V1
32400,M1208-M5492,TR032400,EXP032400,,Policy exception approved,472.29,,,,,,,,,,,4,V16
32402,M1208-M5497,TR032402,EXP032402,,Policy exception approved,266.23,,,,New hotel chosen,Hotel overbooked,,,,,,4,V1
32403,M1208-M5498,TR032403,EXP032403,,Policy exception approved,278.09,,,,,,,,,,,4,V1
32404,M1208-M5499,TR032404,EXP032404,,Policy exception approved,223.29,,,,,,,,,,4,2,V18
32406,M1208-M5507,TR032406,EXP032406,,Policy exception approved,481.88,,,,,,,,,,,3,V1
32407,M1208-M5513,TR032407,EXP032407,,Policy exception approved,482.3,Airline schedule change,Rebooked flight,Schedule conflict,,,Updated First Class Flight,174.62,Client preference,,,0,V15
32408,M1208-M5517,TR032408,EXP032408,,Standard travel reimbursement,378.24,,,,,,,,,,3,1,V17
32409,M1208-M5520,TR032409,EXP032409,Personal expense,Policy exception approved,145.98,,,,,,,,,,,3,V1
32410,M1208-M5527,TR032410,EXP032410,,Policy exception approved,213.7,,,,,,,,,,,4,V1
32411,M1208-M5527,TR032411,EXP032411,,Partial reimbursement,527.3,,,,,,,,,,,2,V1
32412,M1208-M5527,TR032412,EXP032412,,Partial reimbursement,405.41,,,,,,,,,,3,4,V18
32413,M1208-M5530,TR032413,EXP032413,,Policy exception approved,226.11,,,,,,,,,,,1,V1
32415,M1208-M5533,TR032415,EXP032415,,Policy exception approved,426.93,,,,,,,,,,,4,V1
32417,M1208-M5535,TR032417,EXP032417,,Standard travel reimbursement,197.94,,,,,,,,,,,1,V1
32420,M1208-M5538,TR032420,EXP032420,Late submission,Standard travel reimbursement,575.24,,,,,,,,,,,2,V14
32421,M1208-M5540,TR032421,EXP032421,,Standard travel reimbursement,347.3,Personal emergency,,,,,,,,,,0,V12
32423,M1208-M5548,TR032423,EXP032423,,Policy exception approved,128.49,,,,,,,,,,,3,V1
32424,M1208-M5551,TR032424,EXP032424,,Policy exception approved,318.11,,,,,,,,,,,2,V1
32425,M1208-M5553,TR032425,EXP032425,,Partial reimbursement,439.22,,,,,,Updated BMW 3 diesel,48.72,Client preference,,,2,V1
32426,M1209-M5005,TR032426,EXP032426,,Policy exception approved,380.51,,,,,,,,,,,1,V13
32427,M1209-M5018,TR032427,EXP032427,,Partial reimbursement,181.09,,,,,,Updated Economy Flight,-48.09,Cost optimization,,,4,V1
32429,M1209-M5029,TR032429,EXP032429,Late submission,Policy exception approved,419.05,,,,,,Updated Economy Flight,-10.78,Cost optimization,,,2,V31
32430,M1209-M5035,TR032430,EXP032430,,Partial reimbursement,465.8,,,,New hotel chosen,Hotel overbooked,,,,,,3,V1
32431,M1209-M5040,TR032431,EXP032431,,Partial reimbursement,407.53,,,,,,Updated Economy Flight,47.26,Time constraints,,,3,V1
32432,M1209-M5045,TR032432,EXP032432,,Standard travel reimbursement,539.1,Personal emergency,,,New hotel chosen,Rate change,,,,,,0,V8
32433,M1209-M5051,TR032433,EXP032433,Missing receipt,Partial reimbursement,454.04,,,,,,,,,,,3,V1
32437,M1209-M5067,TR032437,EXP032437,,Standard travel reimbursement,390.06,,,,,,,,,,4,1,V19
32439,M1209-M5074,TR032439,EXP032439,Missing receipt,Policy exception approved,528.22,,Rebooked train,Schedule conflict,,,Updated Train,121.33,Cost optimization,,,1,V27
32440,M1209-M5082,TR032440,EXP032440,,Partial reimbursement,392.07,,,,,,,,,,,1,V1
32441,M1209-M5083,TR032441,EXP032441,Missing receipt,Standard travel reimbursement,164.96,,,,,,,,,,,1,V21
32442,M1209-M5083,TR032442,EXP032442,Missing receipt,Policy exception approved,428.2,,,,,,,,,,,4,V1
32443,M1209-M5084,TR032443,EXP032443,,Standard travel reimbursement,199.62,,,,,,,,,,,4,V1
32444,M1209-M5085,TR032444,EXP032444,,Standard travel reimbursement,348.15,,,,,,,,,,,2,V1
32445,M1209-M5093,TR032445,EXP032445,,Policy exception approved,396.86,Weather disruption,Rebooked flight,Cheaper fare,,,,,,,,3,V23
32446,M1209-M5094,TR032446,EXP032446,,Policy exception approved,149.59,,,,New hotel chosen,Location preference,,,,,,4,V1
32447,M1209-M5099,TR032447,EXP032447,,Policy exception approved,306.05,,,,New hotel chosen,Quality issue,,,,,,4,V21
32448,M1209-M5112,TR032448,EXP032448,,Partial reimbursement,470.01,,,,,,,,,,,4,V1
32450,M1209-M5128,TR032450,EXP032450,,Policy exception approved,397.25,,,,,,,,,,,4,V1
32453,M1209-M5158,TR032453,EXP032453,,Standard travel reimbursement,523.85,,,,,,,,,,,4,V21
32455,M1209-M5164,TR032455,EXP032455,Incomplete documentation,Policy exception approved,549.95,,,,,,,,,,,0,V31
32458,M1209-M5201,TR032458,EXP032458,Personal expense,,383.04,,,,,,,,,,4,2,V18
32459,M1209-M5201,TR032459,EXP032459,,Standard travel reimbursement,454.4,,,,,,,,,Mechanical issue,,1,V1
32460,M1209-M5213,TR032460,EXP032460,,Policy exception approved,358.47,,,,,,,,,,3,1,V17
32461,M1209-M5217,TR032461,EXP032461,,Partial reimbursement,428.76,,,,,,,,,,,0,V1
32462,M1209-M5221,TR032462,EXP032462,,Partial reimbursement,219,,Rebooked train,Schedule conflict,,,Updated Train,247.2,Client preference,,,0,V15
32463,M1209-M5222,TR032463,EXP032463,,Standard travel reimbursement,499.8,,,,,,,,,Security screening,,3,V16
32464,M1209-M5226,TR032464,EXP032464,,Partial reimbursement,270.28,,,,,,,,,,,2,V1
32465,M1209-M5229,TR032465,EXP032465,,Policy exception approved,473.16,Airline schedule change,,,,,,,,,,1,V1
32466,M1209-M5232,TR032466,EXP032466,,Policy exception approved,464.07,,,,,,,,,,,2,V21
32467,M1209-M5245,TR032467,EXP032467,,Partial reimbursement,179.13,,,,,,,,,,,1,V16
32468,M1209-M5257,TR032468,EXP032468,,Partial reimbursement,346.77,Operational issue,,,,,,,,,,0,V12
32470,M1209-M5281,TR032470,EXP032470,,Policy exception approved,235.85,,,,,,,,,,,0,V1
32471,M1209-M5284,TR032471,EXP032471,Out of policy,Partial reimbursement,583.58,,Rebooked flight,Route change,,,,,,Security screening,,2,V23
32473,M1209-M5292,TR032473,EXP032473,,Partial reimbursement,379.82,,,,,,Updated Economy Flight,158.36,Cost optimization,,3,3,V18
32475,M1209-M5307,TR032475,EXP032475,,Standard travel reimbursement,234.71,,,,,,,,,Mechanical issue,,3,V11
32476,M1209-M5308,TR032476,EXP032476,,Standard travel reimbursement,391.17,,,,,,,,,,,3,V20
32477,M1209-M5314,TR032477,EXP032477,,Policy exception approved,237.91,,,,,,,,,,,1,V14
32478,M1209-M5316,TR032478,,,,,,,,,,Updated Fiat 500 electric,258.07,Cost optimization,,3,4,V18
32480,M1209-M5325,TR032480,EXP032480,,Policy exception approved,167.34,,,,,,,,,,,3,V1
32481,M1209-M5335,TR032481,EXP032481,,Policy exception approved,153.2,,,,,,,,,,,2,V1
32482,M1209-M5341,TR032482,EXP032482,,Standard travel reimbursement,241.7,,,,,,,,,Weather delay,,3,V1
32483,M1209-M5343,TR032483,EXP032483,,Policy exception approved,305.24,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
32484,M1209-M5346,TR032484,EXP032484,,Partial reimbursement,354.38,,,,,,,,,,,3,V1
32485,M1209-M5355,TR032485,EXP032485,,Standard travel reimbursement,475.99,,,,,,,,,,,0,V1
32487,M1209-M5358,TR032487,EXP032487,,Partial reimbursement,404.29,,,,,,,,,,3,3,V18
32488,M1209-M5358,TR032488,EXP032488,,Policy exception approved,121.75,,,,,,,,,Mechanical issue,3,4,V19
32489,M1209-M5362,TR032489,EXP032489,,Standard travel reimbursement,208.85,,,,,,Updated Volkswagen Golf petrol,-16.28,Cost optimization,,,4,V1
32491,M1209-M5369,TR032491,EXP032491,,Partial reimbursement,352.89,,,,,,,,,,,1,V1
32492,M1209-M5372,TR032492,EXP032492,,Standard travel reimbursement,246.37,,,,,,,,,,,0,V25
32493,M1209-M5384,TR032493,EXP032493,,Standard travel reimbursement,356.89,,,,,,Updated Economy Flight,72.86,Client preference,,,3,V1
32494,M1209-M5384,TR032494,EXP032494,,Standard travel reimbursement,184.2,,,,,,,,,,,1,V14
32495,M1209-M5388,TR032495,EXP032495,,Policy exception approved,373.32,,,,,,,,,,,0,V1
32496,M1209-M5388,TR032496,EXP032496,,Standard travel reimbursement,275.48,,,,,,,,,,,3,V1
32497,M1209-M5389,TR032497,EXP032497,,Standard travel reimbursement,426.12,,,,,,Updated Economy Flight,-162.8,Time constraints,,,1,V1
32498,M1209-M5394,TR032498,EXP032498,,Partial reimbursement,440.8,,,,,,Updated First Class Flight,-344.27,Client preference,,,1,V1
32499,M1209-M5394,TR032499,EXP032499,,Partial reimbursement,222.28,,,,,,,,,,,4,V1
32500,M1209-M5414,TR032500,EXP032500,,Partial reimbursement,287.26,,Rebooked flight,Schedule conflict,Alternative hotel selected,Rate change,,,,,,1,V7
32501,M1209-M5419,TR032501,EXP032501,,Partial reimbursement,247.73,,,,,,,,,Mechanical issue,,4,V1
32502,M1209-M5420,TR032502,EXP032502,,Policy exception approved,424.61,,,,,,,,,,,0,V13
32503,M1209-M5424,TR032503,EXP032503,Late submission,Partial reimbursement,447.83,,,,,,Updated Train,-2.42,Time constraints,,,4,V1
32504,M1209-M5428,TR032504,EXP032504,,Policy exception approved,240.08,,,,,,,,,,,1,V1
32506,M1209-M5441,TR032506,EXP032506,Missing receipt,Policy exception approved,333.48,,,,,,,,,Security screening,,3,V16
32507,M1209-M5455,TR032507,EXP032507,,Partial reimbursement,212.73,,,,,,,,,,1,3,V17
32509,M1209-M5469,TR032509,EXP032509,,Standard travel reimbursement,378.55,,Rebooked flight,Better schedule,,,,,,,,1,V23
32511,M1209-M5497,TR032511,EXP032511,,Policy exception approved,494.02,,Rebooked flight,Cheaper fare,,,Updated Business Class Flight,198.8,Safety concern,,,4,V27
32513,M1209-M5512,TR032513,EXP032513,Personal expense,Partial reimbursement,568.09,Weather disruption,,,,,,,,,,1,V8
32514,M1209-M5520,TR032514,EXP032514,,Policy exception approved,325.19,,,,,,,,,,3,4,V19
32516,M1209-M5527,TR032516,EXP032516,,Policy exception approved,342.47,,,,,,,,,,,1,V1
32518,M1209-M5530,TR032518,EXP032518,,Partial reimbursement,358.37,,,,,,,,,,,2,V21
32520,M1209-M5549,TR032520,EXP032520,,Policy exception approved,574.49,,Rebooked flight,Better schedule,,,Updated First Class Flight,237.76,Time constraints,,,2,V15
32521,M1210-M5013,TR032521,EXP032521,Late submission,Policy exception approved,419.39,,,,,,,,,,4,1,V17
32522,M1210-M5022,TR032522,EXP032522,,Policy exception approved,150.55,,,,,,,,,,,1,V1
32524,M1210-M5047,TR032524,EXP032524,,Policy exception approved,431,,,,,,,,,,,0,V14
32525,M1210-M5068,TR032525,EXP032525,,Partial reimbursement,341.24,,,,,,,,,,,3,V1
32526,M1210-M5069,TR032526,EXP032526,,Partial reimbursement,155.44,,,,,,,,,Traffic congestion,,2,V11
32527,M1210-M5072,TR032527,EXP032527,,Standard travel reimbursement,461.75,,Rebooked rental,Schedule conflict,,,,,,,,3,V23
32528,M1210-M5076,TR032528,EXP032528,,Partial reimbursement,483.25,,,,,,,,,,,4,V1
32529,M1210-M5082,TR032529,EXP032529,,Policy exception approved,334.23,,Rebooked flight,Route change,,,,,,,,1,V23
32530,M1210-M5085,TR032530,EXP032530,,Partial reimbursement,144.84,,,,,,,,,Weather delay,,3,V1
32531,M1210-M5085,TR032531,EXP032531,,Partial reimbursement,263.18,,,,New hotel chosen,Quality issue,,,,,,3,V1
32532,M1210-M5092,TR032532,EXP032532,,Standard travel reimbursement,354.35,,,,,,,,,Airport congestion,,2,V28
32533,M1210-M5092,TR032533,EXP032533,,Policy exception approved,382.98,,,,,,,,,,,4,V14
32534,M1210-M5099,TR032534,EXP032534,,Partial reimbursement,476.52,,,,,,,,,,,4,V16
32536,M1210-M5111,TR032536,EXP032536,,Standard travel reimbursement,324.21,,,,New hotel chosen,Rate change,,,,Mechanical issue,,2,V22
32537,M1210-M5111,TR032537,EXP032537,Personal expense,Partial reimbursement,238.2,,,,,,,,,,,1,V1
32538,M1210-M5112,TR032538,EXP032538,,Policy exception approved,355.7,,,,,,,,,,,4,V1
32539,M1210-M5120,TR032539,EXP032539,,Partial reimbursement,278.61,,Rebooked rental,Schedule conflict,,,Updated Volkswagen Golf petrol,133.73,Time constraints,,,3,V15
32541,M1210-M5132,TR032541,EXP032541,,Partial reimbursement,189.67,,,,,,,,,,4,3,V17
32542,M1210-M5132,TR032542,EXP032542,,Standard travel reimbursement,429.1,,,,,,,,,,,1,V3
32543,M1210-M5138,TR032543,EXP032543,,Partial reimbursement,169.25,,,,New hotel chosen,Hotel overbooked,,,,,,3,V1
32546,M1210-M5169,TR032546,EXP032546,,Policy exception approved,290.8,,,,,,,,,Mechanical issue,,1,V1
